Situacao;Codigo favorecido;Favorecido;Descricao da fonte de recursos;Objeto;Valor inicial do instrumento;Valor do acrescimo ou reducao;Valor atualizado do instrumento;Valor pago;Descricao do orgao executor;Descricao da unidade orcamentaria executora;Descricao de programa;Descricao da modalidade de aplicacao;Descricao da natureza da despesa
ATIVO;4,22E+12;EDIGRAFICA GRAFICA E EDITORA LTDA.;FUNDEB;PRESTAÇÃO DE SERVIÇOS PARA CRIAÇÃO DE PROJETO GRÁFICO. DIAGRAMAÇÃO. ILUSTRAÇÃO. REVISÃO DE TEXTO. REGISTRO (ISBN E FICHA CATALOGRÁFICA) DOS MATERIAIS DIDÁTICOS CARIOCAS.;3647493.87;0;3647493.87;3647493.87;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA
ATIVO;4,21E+13;DISPENSARIO SANTA TERESINHA DO MENINO JESUS DA GAVEA;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERÊNCIA DOS RECURSOS FINANCEIROS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR PNAE/FNDE/MEC;25680;0;25680;25680;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;4,22E+12;EDIGRAFICA GRAFICA E EDITORA LTDA.;FUNDEB;PRESTAÇÃO DE SERVIÇOS GRÁFICOS.;121848.45;0;121848.45;121848.42;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA
ATIVO;1,53E+13;VARO PRODUCOES ARTISTICAS LTDA ME;SALARIO EDUCACAO;X CURSO: A LEITURA E A LITERATURA DESDE O BERÇO.;8628.4;0;8628.4;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;FORMACAO DE PROFESSORES;APLICACOES DIRETAS;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA
ATIVO;2,15E+12;RL2 ENGENHARIA LTDA;ORDINARIOS NAO VINCULADOS;OBRAS E SERVIÇOS DE RECUPERAÇÃO ESCOLA MUNICIPAL BADEN POWELL - CASA DO ZELADOR E UNIDADE ESCOLAR;784620.06;0;784620.06;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;9,58E+12;PBA CONTRUCOES LTDA;ORDINARIOS NAO VINCULADOS;OBRAS DE RECUPERAÇÃO DA ESCOLA MUNICIPAL ALBERTO RANGEL;1183374.69;0;1183374.69;285224.14;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;3,59E+12;CONSTRUTORA WV LTDA;ORDINARIOS NAO VINCULADOS;OBRAS E SERVIÇOS EMERGENCIAIS DE RECUPERAÇÃO DO SISTEMA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DO CIEP PRESIDENTE JOÃO GOULART;375839.64;0;375839.64;313730.59;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;3,38E+13;CASA DE JACIRA;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A  24 CRIANÇAS DE 3 ANOS A 3 ANOS E 11 MESES;345600;0;345600;62400;2A. COORDENADORIA REGIONAL DE EDUCAÇÃO;2ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;4,21E+13;DISPENSARIO SANTA TERESINHA DO MENINO JESUS DA GAVEA;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A 140 CRIANÇAS DE 1 ANO A 3 ANOS E 11 MESES;2016000;0;2016000;364000;2A. COORDENADORIA REGIONAL DE EDUCAÇÃO;2ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;1,50E+13;ASSOCIACAO PEDAGOGICA TERAPEUTICA LUIZ ANTONIO;FUNDEB;ASSISTENCIA EDUCACIONAL E NUTRICIONAL A CRIANÇAS ATENDIDAS GRATUITAMENTE EM CRECHES DE HORARIO INTEGRAL;1440000;120000;1560000;255000;4A. COORDENADORIA REGIONAL DE EDUCAÇÃO;4ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;1,70E+13;MARCIAL REVENDEDORA DE GAS LTDA;SALARIO EDUCACAO;AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO;43879.5;0;43879.5;0;4A. COORDENADORIA REGIONAL DE EDUCAÇÃO;4ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;COMBUSTIVEIS E LUBRIFICANTES
ATIVO;3,36E+13;MITRA ARQUIEPISCOPAL DO RIO DE JANEIRO;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL PARA CRIANÇAS;1440000;120000;1560000;260000;5A. COORDENADORIA REGIONAL DE EDUCAÇÃO;5ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;3,39E+13;INSTITUTO PRESBITERIANO ALVARO REIS DE ASSISTENCIA A CRIANCA E AO ADOLESCENTE INPAR;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A CRIANÇAS DE 02 ANOS A 03 ANOS E 11 MESES;1728000;0;1728000;595800;7A. COORDENADORIA REGIONAL DE EDUCAÇÃO;7ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS DE RECREACAO E ASSISTENCIA SOCIAL
ATIVO;4,02E+13;INSTITUTO BRAS DE INOVACOES EM SAUDE SOCIAL;FUNDEB;ATENDIMENTO 100 CRIANÇAS NA FAIXA ETÁRIA DE 00 ANOS A 03 ANOS E 11 MESES;1440000;120000;1560000;255000;7A. COORDENADORIA REGIONAL DE EDUCAÇÃO;7ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;2,05E+13;ESPECIALY TERCEIRIZACAO EIRELI;FUNDEB;PRESTAÇÃO DE SERVIÇO DE AGENTES MANIPULADORES DE ALIMENTOS;10639613.04;1613002.56;12252615.6;6013525.88;9A. COORDENADORIA REGIONAL DE EDUCAÇÃO;9ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;3,40E+13;ASSOCIACAO FILANTROPICA CRISTA ESPIRITA ISMENIA RIBEIRO;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A CRIANÇAS NA FAIXA ETÁRIA DE CRECHES;1656000;0;1656000;293250;10A. COORDENADORIA REGIONAL DE EDUCAÇÃO;10ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;3,03E+13;A MINHA CASA - SOCIEDADE CIVIL DE AMPARO AO MENOR;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL. DURANTE 24 HORAS NOS SETE DIAS DA SEMANA. DE CARÁTER PROVISÓRIO E EXCEPCIONAL. A 40 (QUARENTA) CRIANÇAS E ADOLESCENTES PRIVADOS DA CONVIVÊNCIA. DO APOIO E ORIENTAÇÃO DE PAIS. RESPONSÁVEIS E DA COMUNIDADE. POR MORTE. ABANDONO. SITUAÇÃO DE EXTREMO RISCO.;1389523.2;0;1389523.2;254397.52;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;7,34E+12;CENTRO SOCIAL EDUCAR PARA O AMANHA;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL. DURANTE 24 HORAS NOS SETE DIAS DA SEMANA. DE CARÁTER PROVISÓRIO E EXCEPCIONAL. A 40 (QUARENTA) CRIANÇAS E ADOLESCENTES PRIVADOS DA CONVIVÊNCIA. DO APOIO E ORIENTAÇÃO DE PAIS. RESPONSÁVEIS E DA COMUNIDADE. POR MORTE. ABANDONO. SITUAÇÃO DE EXTREMO RISCO.;1389523.2;0;1389523.2;209929.28;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;2,70E+13;INSTITUTO SEVERA ROMANA;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL A 282 (DUZENTOS E OITENTA E DUAS) PESSOAS COM DEFICIÊNCIA. EM SITUAÇÃO DE VULNERABILIDADE PELA DEFICIÊNCIA E PELO NÍVEL DE POBREZA. POR MEIO DA PROMOÇÃO DE AÇÕES DE HABILITAÇÃO. REABILITAÇÃO E INTEGRAÇÃO À VIDA COMUNITÁRIA. VISANDO À MELHORIA DA QUALIDADE DE VIDA E À GARANTIA DO EXERCÍCIO DA CIDADANIA.;1353600;0;1353600;240546;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;6,86E+13;ASSISTENCIA SOCIAL NOSSA SENHORA DA CONCEICAO;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL A 123 (CENTO E VINTE E TRÊS) PESSOAS COM DEFICIÊNCIA. EM SITUAÇÃO DE VULNERABILIDADE PELA DEFICIÊNCIA E PELO NÍVEL DE POBREZA. POR MEIO DA PROMOÇÃO DE AÇÕES DE HABILITAÇÃO. REABILITAÇÃO E INTEGRAÇÃO À VIDA COMUNITÁRIA. VISANDO À MELHORIA DA QUALIDADE DE VIDA E À GARANTIA DO EXERCÍCIO DA CIDADANIA.;590400;0;590400;104919;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;3,44E+13;ABRIGO EVANGELICO DA PEDRA DE GUARATIBA;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL. DURANTE 24 HORAS NOS SETE DIAS DA SEMANA. DE CARÁTER PROVISÓRIO E EXCEPCIONAL. A 20 (VINTE) CRIANÇAS E ADOLESCENTES PRIVADOS DA CONVIVÊNCIA. DO APOIO E ORIENTAÇÃO DE PAIS. RESPONSÁVEIS E DA COMUNIDADE. POR MORTE. ABANDONO. SITUAÇÃO DE EXTREMO RISCO.;694761.6;0;694761.6;136767.8;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;3,57E+12;ASSOCIACAO BRASILEIRA BENEFICENTE ARAUJO CID ABBAC;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL A 232 (DUZENTOS E TRINTA E DUAS) PESSOAS COM DEFICIÊNCIA. EM SITUAÇÃO DE VULNERABILIDADE PELA DEFICIÊNCIA E PELO NÍVEL DE POBREZA. POR MEIO DA PROMOÇÃO DE AÇÕES DE HABILITAÇÃO. REABILITAÇÃO E INTEGRAÇÃO À VIDA COMUNITÁRIA. VISANDO À MELHORIA DA QUALIDADE DE VIDA E À GARANTIA DO EXERCÍCIO DA CIDADANIA.;1113600;0;1113600;163792;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;3,07E+12;CENTRO DE DESENVOLVIMENTO DA QUALIDADE DE VIDA;TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL;ATENDIMENTO SOCIOASSISTENCIAL. DURANTE 24 HORAS NOS SETE DIAS DA SEMANA. DE CARÁTER PROVISÓRIO E EXCEPCIONAL. A 40 (QUARENTA) ADULTOS PRIVADOS DA CONVIVÊNCIA. DO APOIO E ORIENTAÇÃO DE PAIS. RESPONSÁVEIS E DA COMUNIDADE. POR MORTE. ABANDONO. SITUAÇÃO DE EXTREMO RISCO.;1015123.2;0;1015123.2;147690.4;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;PROTECAO SOCIAL ESPECIAL;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC
ATIVO;2,35E+13;CLAUFRAN SEGURANCA PATRIMONIAL LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA E SEGURANÇA DESARMADA PARA AS UNIDADES DA SECRETARIA MUNICIPAL DE SAÚDE. REFERENTE AOS LOTES 03 - CAP-3.3. LOTE 04 - CAP-4.0. HM ALVARO RAMOS E CAP-5.3. LOTE 05 - CAP-5.1. LOTE 06 - CAP-5.2 E LOTE 07 HM LOURENÇO JORGE E HMAT. LEILA DINIZ;5860418.46;-5860417.46;1;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA
ATIVO;1,82E+13;RIO DE JANEIRO SERVICOS E COMERCIO LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE LIMPEZA. CONSERVAÇÃO E HIGIENIZAÇÃO HOSPITALAR.;2807741.82;-2193434.54;614307.28;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICO DE LIMPEZA E HIGIENIZACAO HOSPITALAR
ATIVO;7,80E+12;NP CAPACITACAO SOLUCOES TECNOLOGICAS LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE ASSINATURA PARA ACESSO AOS SERVIÇOS DO SISTEMA DE BANCO DE PREÇOS PELA PÁGINA WWW.BANCODEPRECOS.COM.BR;39950;0;39950;39950;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;GESTAO ADMINISTRATIVA - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;APLICACOES DIRETAS;ASSINATURAS E PUBLICACOES
ATIVO;7,68E+11;HB MULTISERVICOS LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE LIMPEZA. CONSERVAÇÃO E HIGIENIZAÇÃO HOSPITALAR;2112940.55;-2112939.55;1;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICO DE LIMPEZA E HIGIENIZACAO HOSPITALAR
ATIVO;1,73E+13;BEM ESTAR INTERNACOES DOMICILIARES LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO DOMICILIAR. CONTEMPLANDO EQUIPE ASSISTENCIAL. MATERIAIS PERMANENTES E MEDICAMENTOS PARA ATENDER A PACIENTE VOTÓRIA VENÂNCIO DÓRIA;424550.25;0;424550.25;137294.82;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;INFRAESTRUTURA E GESTAO DO SUS;APLICACOES DIRETAS;SERVICOS ADQUIRIDOS POR DETERMINACAO JUDICIAL
ATIVO;1,48E+13;PREMIER SERVICOS DE SAUDE LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO DOMICILIAR. CONTEMPLANDO EQUIPE ASSISTENCIAL. MATEIAIS DESCARTÁVEIS. MATERIAIS PERMANENTES E MEDICAMENTOS. PARA ATENDER AO PACIENTE ADONAI ELOM DE CARVALHO HOUNWANOU;272175.75;0;272175.75;76686.05;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;INFRAESTRUTURA E GESTAO DO SUS;APLICACOES DIRETAS;SERVICOS ADQUIRIDOS POR DETERMINACAO JUDICIAL
ATIVO;1,11E+13;ELEVADORES ELEVAT CONSERV LTDA ME;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;REFERENTE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE ELEVADORES E MONTA CARGAS. PERTENCENTES E INSTALADOS EM DIVERSAS UNIDADES DA SMS;1894633.92;-1563437.84;331196.08;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVS.DE REPARO. ADAPTACAO. CONSERVACAO. RESTAURACAO E INSTALACAO DE ELEVADORES
ATIVO;1,48E+13;PREMIER SERVICOS DE SAUDE LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO DOMICILIAR. CONTEMPLANDO EQUIPE ASSISTENCIAL. MEDICAMENTOS. MATERIAIS DESCARTÁVEIS E MATERIAIS PERMANENTES. PARA ATENDER AO PACIENTE CÉLIO DA SILVA TEIXEIRA;103016.25;0;103016.25;33074.43;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;INFRAESTRUTURA E GESTAO DO SUS;APLICACOES DIRETAS;SERVICOS ADQUIRIDOS POR DETERMINACAO JUDICIAL
ATIVO;1,47E+13;ESSENCIAL CARE ASSISTENCIA DOMICILIAR LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO DOMICILIAR. CONTEMPLANDO EQUIPE ASSISTENCIAL. MEDICAMENTO. MATERIAIS DESCARTÁVEIS. MATERAIS PERMANENTES PARA ATENDER AO PACIENTE CAIO KAUÃ DO NASCIMENTO SILVA;406334.85;0;406334.85;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;INFRAESTRUTURA E GESTAO DO SUS;APLICACOES DIRETAS;SERVICOS ADQUIRIDOS POR DETERMINACAO JUDICIAL
ATIVO;1,47E+13;ESSENCIAL CARE ASSISTENCIA DOMICILIAR LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO DOMICILIAR. CONTEMPLANDO EQUIPE ASSISTENCIAL. MEDICAMENTO. MATERIAIS DESCARTÁVEIS E MATERIAIS PERMANENTES. PARA ATENDER AO PACIENTE SAMARA MARINHO DOS SANTOS;481593.68;0;481593.68;0;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;INFRAESTRUTURA E GESTAO DO SUS;APLICACOES DIRETAS;SERVICOS ADQUIRIDOS POR DETERMINACAO JUDICIAL
ATIVO;4,86E+12;OBRA PRIMA CONSTRUCAO E MANUTENCAO EIRELI;ORDINARIOS NAO VINCULADOS - RECEITAS DE IMPOSTOS E DE TRANSFERENCIA DE IMPOSTOS - SAUDE;SERVIÇOS DE REFORMA E ADEQUAÇÃO PARA INSTALAÇÃO DE NOVO TOMÓGRAFO NO HOSPITAL MUNICIPAL EVANDRO FREIRE;327212.6;0;327212.6;2050.74;SECRETARIA MUNICIPAL DE SAÚDE;GABINETE DA SECRETARIA MUNICIPAL DE SAÚDE;ATENCAO HOSPITALAR;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;3,31E+13;ELEVADORES ELBO LIMITADA;ORDINARIOS NAO VINCULADOS;TERMO DE EXECUÇÃO Nº 023/2019 AO CONTRATO Nº 048/2019 REFERENTE À PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE ELEVADORES NAS UNIDADES DA AP 1: CMS OC E CMS SN;158627;0;158627;31945.75;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP1;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP1;ATENCAO PRIMARIA A SAUDE;APLICACOES DIRETAS;SERVS.DE REPARO. ADAPTACAO. CONSERVACAO. RESTAURACAO E INSTALACAO DE ELEVADORES
ATIVO;3,16E+13;MAPO DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA.;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA E ASSESSORIA CIENTIFÍCA COM CESSÃO DE EQUIPAMENTO PARA CORTE E SELAGEM DO PAPEL GRAU CIRÚRGICO EM ROLO PARA AS UNIDADES DA CAP 2.1.;52844.6;0;52844.6;23876.56;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP2.1;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP2.1;ATENCAO PRIMARIA A SAUDE;APLICACOES DIRETAS;MATERIAIS PARA USO MEDICINAL. CIRURGICO E ODONTOLOGICO
ATIVO;8,74E+13;PRO RAD CONSULTORES EM RADIOPROTECAO S.S. LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE DOSIMETRIA;5027.4;0;5027.4;0;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP2.2;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP2.2;CLINICA DE ESPECIALIDADES;APLICACOES DIRETAS;SERVICOS DE ASSISTENCIA MEDICA. HOSPITALAR E ODONTOLOGICA
ATIVO;8,74E+13;PRO RAD CONSULTORES EM RADIOPROTECAO S.S. LTDA;ORDINARIOS NAO VINCULADOS;TRASNSFERÊNCIA DE DESPESA DA SMS (NÍVEL CENTRAL) PARA CAP-3.1. REFERENTE AOS SERVIÇOS DE DOSIMETRIA INDIVIDUAL PARA AS UNIDADES DE SAÚDE DA CAP-3.1;3016.44;0;3016.44;574.12;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP3.1;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP3.1;ATENCAO PRIMARIA A SAUDE;APLICACOES DIRETAS;SERVICOS DE ASSISTENCIA MEDICA. HOSPITALAR E ODONTOLOGICA
ATIVO;7,33E+13;PROGRAMA NACIONAL DE CONTROLE DE QUALIDADE LTDA;ORDINARIOS NAO VINCULADOS;PNCQ;13340.64;0;13340.64;8893.76;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP3.2;COORDENADORIA GERAL DE ATENÇÃO PRIMÁRIA DA AP3.2;CLINICA DE ESPECIALIDADES;APLICACOES DIRETAS;CONSULTORIAS EM GERAL
