DESC_ORGAO;DESC_RUBRICA;RECEITA_PREVISTA;RECEITA_ARRECADADA;RECEITA_ARRECADADA_JAN;RECEITA_ARRECADADA_FEV;RECEITA_ARRECADADA_MAR;RECEITA_ARRECADADA_ABR;RECEITA_ARRECADADA_MAI;RECEITA_ARRECADADA_JUN;RECEITA_ARRECADADA_JUL;RECEITA_ARRECADADA_AGO;RECEITA_ARRECADADA_SET;RECEITA_ARRECADADA_OUT
Inst. Pereira Passos                                                                                                                                                                                                                                      ;RENDIMENTOS DE APLICACOES FINANCEIRAS - IPP;10000;1209.1;118.48;89.14;75.84;84.26;88.48;7652.37;179.51;-7359.27;157.81;122.48
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO - REGISTRO NAC. DE INFRACOES DE TRANSITO - RENAINF;10832077;4392977.27;314250.52;832174.39;296837.76;359715.34;303659.16;456613.86;398981.82;426450.46;234977.82;756549.91
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - INCENTIVO A CULTURA;10038;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS EXERCICIOS ANTERIORES - ASSISTENCIA FARMACEUTICA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE HONORARIOS ADVOCATICIOS - FOE PGM - DEPOSITOS JUDICIAIS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS DO FMDCA;338245;1005345.54;19235.37;105397.3;18627.42;20052.48;22427.83;34998.99;694293.76;54840.76;8138.96;26334.67
Prefeitura                                                                                                                                                                                                                                                ;CONVERSAO DE DEPOSITOS ADMINISTRATIVOS TRIBUTARIOS (DAT);0;26203231.84;10846706.77;6634762.51;341137.46;41026.66;0;2528602.38;3955736.82;642596.68;0;1212662.56
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - MULTAS POR INFRACAO A LEGISLACAO DO MEIO-AMBIENTE - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - CONTRAPARTIDA - OPERACOES INTERLIGADAS - FMH;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE DESCONTOS OBTIDOS - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE RECEITA DE CONTRAPARTIDA EM REGULARIZACAO DE OBRAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - INDICE DE GESTAO DESCENTRALIZADA / SISTEMA UNICO DE ASSISTENCIA S;781307;174674.52;0;0;0;58224.84;58224.84;58224.84;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RIO DE JANEIRO CRIANCA FELIZ;2820000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA LC 87/96;6660244;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA FPE;86536022;72222870.14;8541724.94;9247047.7;7323267.96;6601252.01;8722563.18;6622250.2;5731195.5;7215567.63;6779164.21;5438836.81
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS INFRACOES - DECRETO 45.682/2019;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DA RECEITA DE MULTAS ADMINISTRATIVAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS PREVISTAS NA LEGISLACAO SANITARIA - DIVIDA ATIVA - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - DIVIDA ATIVA;957246;6102168.14;65745.66;4480642.98;53546.46;138608.44;51248.17;680148.36;344947.68;73998.98;52347.64;160933.77
Prefeitura                                                                                                                                                                                                                                                ;RESTITUICAO DE DESPESA DE PESSOAL - SMA;0;418778.23;45504.04;30255.34;51268.54;15090.97;24151.6;78504.44;62340.79;28129.18;28222.06;55311.27
Prefeitura                                                                                                                                                                                                                                                ;ANULACAO DE DESPESA - FOE PGM;1443;500;500;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - FOE PGM - ESPECIALIZADAS;151577;2213546.82;928658.94;66504.03;243270.16;152919.27;296821.11;188936.07;336437.24;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BRT - CORREDOR TRANSBRASIL - SMO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTRATO PCRJ/SANTANDER - ANTECIPACAO ROYALTIES;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS OPERACOES DE CREDITO - MERCADO INTERNO - ADMINISTRACAO DIRETA - PRINCIPAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS OPERACOES DE CREDITO - MERCADO INTERNO - ADMINISTRACAO DIRETA - PRINCIPAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BIRD-PROGR.NAC.DE APOIO A GESTAO ADMINISTRAT.E FISCAL DOS MUNICIPIOS BRASILEIROS-PNAFM;16211535;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BIRD 7942 - BR - REFINANCIAMENTO DE DIVIDA CONTRATUAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BID-PROAP III;25957105;25155706.93;0;0;0;0;0;0;25155706.93;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RIO DE EXCELENCIA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONV. MEC/FNDE - CONSTRUCAO DE UNIDADES DE EDUCACAO INFANTIL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE INFRA-ESTRUTURA EM TRANSPOR;20419295;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE CONVENIOS A REALIZAR DA UNIAO DESTINADAS A PROGRAMAS DE INFRA-ESTRUTURA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESTINACAO ART. 22 DO DEC. 46.181/2019;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS PREVISTAS NA LEGISLACAO SANITARIA - DIVIDA ATIVA - FMS;2437125;1913770.55;387192.19;167870.14;158954.28;149315.15;167540.27;187373.77;184187.71;134344.16;148614.72;228378.16
Prefeitura                                                                                                                                                                                                                                                ;MULTAS PREVISTAS NA LEGISLACAO DO MEIO AMBIENTE (C/C) - PRINCIPAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS - ADMINISTRACAO DIRETA - DREM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - OUTRAS - FMDCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - ROYALTIES DO PETROLEO - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONVERSAO DE PRECATORIOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;PAC II - RECUPERACAO DA BACIA DE JACAREPAGUA LOTE 1B E 1C;40584370;3293093.38;0;0;1160560;0.02;0;0;669733.47;0;1462799.89;0
Prefeitura                                                                                                                                                                                                                                                ;PAC II - QUAFA/VILA KENNEDY;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;PROJETOS DA HEMORREDE PUBLICA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DO FNDE - TC PAR NÂº 00137/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO - TRANSPORTE IRREGULAR;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DECORRENTES DE AUTOS DE INFRACAO. INFRACOES PREVISTAS EM LEGISLACOES. OUTRAS INFRAC;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE INFRACAO DE TRANSITO - DIVIDA ATIVA - MULTAS E JUROS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RESTITUICOES - PREVIRIO;0;0;0;0;0;2;3031.03;-3033.03;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - TRANSF. DO FUNDO NAC. E EST. DE ASSISTE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONF. DESC. DECRETO 19754/2 FOLHA NORMAL;0;2833.31;0;666.68;666.66;500.01;499.99;333.32;166.65;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - FOE PGM (DARM);19086716;19350231.25;1461689.05;6606683.53;1425102.85;1357642.46;1587768.05;1417965.42;2009671.99;1578842.84;1904865.06;0
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - DEPOSITOS JUDICIAIS - ESPECIALIZADAS - DESTINACAO DO ART. 26 DA;64961;948662.93;397996.69;28501.73;104258.64;65536.83;127209.05;80972.6;144187.39;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - OUTRAS - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE RECEITA DE DEPOSITOS JUDICIAIS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - DIVIDA ATIVA - MULTAS E JUROS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;VIGILANCIA SANITARIA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DE CONVENIOS DE INSTITUICOES PRIVADAS - PRINCIPAL - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA IPI-EX;49786602;42658040.53;4080475.95;4319421.23;4171617.93;4229233.95;4141211.31;4342956.92;4396474.87;3934883.53;4796721.25;4245043.59
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA IPVA;175918202;166968459.7;47087686.28;44761299.36;21165141.96;21823238.07;6879690.88;5325450.36;6499970.6;4871234.59;4264553.04;4290194.56
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO - LEI NÂº 5.637/2013 - SMTR;7033;3426.43;0;1064.11;0;127.69;0;0;0;0;2234.63;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS POR INFRACOES CONTRATUAIS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS - FMDCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - ORDINARIOS NAO VINCULADOS - TESOURO MUNICIPAL;19010;11663.33;0;6000;0;330.52;3760.93;0;1524.62;47.26;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - OUTRAS - FUMDC;20000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - OUTRAS - ADMINISTRACAO DIRETA;0;47852.65;0;0;0;0;0;0;0;0;0;47852.65
Prefeitura                                                                                                                                                                                                                                                ;RECEITAS EVENTUAIS - VIGILANCIA EM SAUDE - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DA RECEITA DE MULTAS DE TRANSITO - LEI NÂº 5.637/2013 - SMTR;-6709;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS PREVISTAS NA LEGISLACAO DO MEIO AMBIENTE - DARM - PRINCIPAL;897677;1099499.78;62677.24;105895.04;136720.01;120271.19;82652.08;53539.52;115828.12;94398.01;102566.72;224951.85
Prefeitura                                                                                                                                                                                                                                                ;MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - DIVIDA ATIVA - MULTAS E JUROS;509646;7515338.79;34660.67;6899503.16;32792.42;63583.37;22960.56;49134.23;159866.04;27922.9;32876.25;192039.19
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - MULTAS POR INFRACAO A LEGISLACAO DA SAUDE - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - OUTRAS - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - OUTRAS - FMH;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - CONTRAPARTIDA - OPERACOES INTERLIGADAS - FMDU;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;ANULACAO DE DESPESAS - MULTAS POR INFRACAO A LEGISLACAO DE TRANSITO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - ORIGINARIOS NAO VINCULADOS;491826;5523514.09;321709.34;14525.17;103764.21;4213744.84;7975.65;200416.25;20579.05;430507.64;39517.79;170774.15
Prefeitura                                                                                                                                                                                                                                                ;RECURSOS PROVENIENTES DA ASSISTENCIA E EDUCACAO PARA O CONSUMO - LEI NÂº 5.302/2011 - FUMDC;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS DO FUNDET;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITAS DO FUNDO PROJETO TIRADENTES;80070;36411.98;4613.34;3079.32;3079.32;3079.32;3079.32;3079.32;3079.32;3330.68;3330.68;6661.36
Prefeitura                                                                                                                                                                                                                                                ;CONVERSAO DE DEPOSITOS JUDICIAIS TRIBUTARIOS (DJT);0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITA DE CONTRAPARTIDA EM OPERACOES INTERLIGADAS - FMH;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - GESTAO DO SUS - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SMO/SUBAM - SANEAMENTO PARA TODOS - ESGOTAMENTO SANITARIO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SMO-CT.0190.616-37-SANEAMENTO PARA TODOS/ESG. SANIT. SEPETIBA- FASE 2;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/RIO AGUAS - QUALIDADE DAS AGUAS URBANAS - IMPLANTACAO DE OUTRAS A CONTRATAR;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA AZEVEDO LIMA/S RODRIGUES CER 235878-73/08;433723;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA S CARLOS - ESTACIO CER 235876-55/08;566743;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA AREAL CER 235766-25/08;152647;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - CONTRAPARTIDA - LEI COMPLEMENTAR 104/2009;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - TRANSFERENCIA DO GOVERNO FEDERAL PARA M;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - GESTAO DO SUS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - FOE PGM (DARM);0;3012333.52;0;0;0;0;0;0;0;0;0;3012333.52
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - FOE PGM - ESPECIALIZADAS;0;1176662.29;0;0;0;0;0;0;0;206085.59;759544.21;211032.49
Prefeitura                                                                                                                                                                                                                                                ;HONORARIOS ADVOCATICIOS - DEPOSITOS JUDICIAIS (70% FOE);0;2931768.78;0;0;0;0;0;0;7716.88;41062.98;93757.92;2789231
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS DO FMAD - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTRAPARTIDA - AEIU - ENGENHO DE DENTRO - DEC. 37.961/2013;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITA DE CONTRAPARTIDA EM OPERACOES INTERLIGADAS - ENTORNO DO BRT (MAIS VALIA) - PLDO 20;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTA DE FISCALIZACAO DEFESA DO CONSUMIDOR - FUMDC;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DO TERMO DE AJUSTAMENTO DE CONDUTA - TAC (DARM)- FUMDC - PRINCIPAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DO FES - MAC  COFINANCIAMENTO;0;3244516.08;0;0;0;0;1616364;0;0;547576.08;0;1080576
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA FPM;166942256;139710076.2;16582674.59;18215075.15;13638411.48;13305771.56;17075639.44;13450443.44;11062516.33;13425950.73;11951076.08;11002517.4
Prefeitura                                                                                                                                                                                                                                                ;INFRACOES - OBRAS PARTICULARES;945967;1350175.76;165284.45;157314.13;166738.46;167275.17;133700.57;106215.29;99662.56;141467.88;98153.65;114363.6
Prefeitura                                                                                                                                                                                                                                                ;MULTA POR PRATICA DE MAUS TRATOS E CRUELDADE CONTRA ANIMAIS - LEI 4731/2008;4000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS DE TRANSITO - CONVENIO MUNICIPIO/DETRAN;-108713;-136499.82;-326.9;-13234.71;-6711.2;-7689.35;-14755.07;-19229.07;-16599.68;-12415.71;-31445.49;-14092.64
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE INFRACAO DE TRANSITO - DIVIDA ATIVA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS DECORRENTES DE AUTOS DE INFRACAO. INFRACOES PREVISTAS EM LEGISLACOES. OU;-143391;-16832.76;0;-300;0;0;-2488.93;-239.71;-8645.8;0;-2681.09;-2477.23
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS PREVISTAS NA LEGISLACAO DO MEIO AMBIENTE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - FUNDEB - FUNDEF;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - OUTRAS - FMDCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - ATENCAO BASICA - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;REGULARIZACAO DE OBRAS E MAIS VALIA - DIVIDA ATIVA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTRAPARTIDA DA SMU - DIVIDA ATIVA - MULTAS E JUROS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SMO/SUBAM - SANEAMENTO PARA TODOS â€“ PLANO DIRETOR DRENAGEM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SMO-CT.0190.617-41-SANEAMENTO PARA TODOS/ESG. SANIT. SEPETIBA- FASE 4;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA F CARDIM (REGULARIZACAO) CER 235882-32/08;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA VILA CATIRI CER 235869-62/08;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH PRO-MORADIA GUARABUA;4239784;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS OPERACOES DE CREDITO - MERCADO EXTERNO - ADMINISTRACAO DIRETA - PRINCIPAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE - PROGRAMA ESPECIAL DE RECUPERACAO DA REDE FISICA ESCOLAR PUBLICA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DO FNDE - TC PAR NÂº 00151/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONV. 07/2006/PREVIRIO - PROJETO LONGEVIDADE - SETI;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PROJOVEM ADOLESCENTE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO BASICO VARIAVEL - SERVICO DE CONVIVENCIA E FORTALECIMENTO DE;7086000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE DO IPVA - PRINCIPAL;803266389;757616799.2;217880844.7;240160924.4;65847065.25;97147326.21;28828565.29;22140684.55;27065442.74;20320877.44;18250738.84;17538243.98
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS - PRINCIPAL - ADMINISTRACAO DIRETA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS PREVISTAS NA LEGISLACAO SANITARIA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO - GRAVE;0;254.74;0;0;254.74;0;0;0;0;0;0;0
